2026-08-11 00:06:32,549 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x8', 'ex_datars1_i': '0x53', 'ex_datars2_i': '0x7b'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xce'}}
2026-08-11 00:07:55,688 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0xa3', 'ex_datars2_i': '0x76'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:07:55,688 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x4c', 'ex_datars2_i': '0xc2'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,688 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x8f', 'ex_datars2_i': '0x90'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,689 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x1b', 'ex_datars2_i': '0x7f'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,689 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x8', 'ex_datars1_i': '0x11', 'ex_datars2_i': '0x96'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xa7'}}
2026-08-11 00:07:55,689 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0x50', 'ex_datars2_i': '0x7f'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,690 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x6', 'ex_datars1_i': '0xe', 'ex_datars2_i': '0x47'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x4f'}}
2026-08-11 00:07:55,690 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x35', 'ex_datars2_i': '0xb0'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,690 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x52', 'ex_datars2_i': '0x15'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,691 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x15', 'ex_datars2_i': '0x60'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,691 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x1', 'ex_datars1_i': '0x54', 'ex_datars2_i': '0x9e'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xffffffb6'}}
2026-08-11 00:07:55,691 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0xb7', 'ex_datars2_i': '0x76'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,692 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x8', 'ex_datars1_i': '0xb7', 'ex_datars2_i': '0xc8'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x17f'}}
2026-08-11 00:07:55,692 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x79', 'ex_datars2_i': '0x1b'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,692 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x3e', 'ex_datars2_i': '0xba'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,693 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x5', 'ex_datars2_i': '0x38'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,693 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0xb7', 'ex_datars2_i': '0x44'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x2'}}
2026-08-11 00:07:55,693 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x8', 'ex_datars1_i': '0x7f', 'ex_datars2_i': '0x11'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x90'}}
2026-08-11 00:07:55,693 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x41', 'ex_datars2_i': '0x60'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,694 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xc', 'ex_datars1_i': '0x56', 'ex_datars2_i': '0x32'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,694 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x93', 'ex_datars2_i': '0x68'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,694 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0x44', 'ex_datars2_i': '0x12'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,695 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x0', 'ex_datars2_i': '0x22'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,695 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x4', 'ex_datars1_i': '0x45', 'ex_datars2_i': '0xa5'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x5'}}
2026-08-11 00:07:55,695 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0xbe', 'ex_datars2_i': '0x8e'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,695 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x22', 'ex_datars2_i': '0xba'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,696 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x1', 'ex_datars1_i': '0x23', 'ex_datars2_i': '0xba'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xffffff69'}}
2026-08-11 00:07:55,696 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x1', 'ex_datars1_i': '0xba', 'ex_datars2_i': '0x36'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x84'}}
2026-08-11 00:07:55,696 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x75', 'ex_datars2_i': '0xa9'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,697 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x6', 'ex_datars2_i': '0x49'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,697 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0x86', 'ex_datars2_i': '0x84'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,697 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0xb6', 'ex_datars2_i': '0x6c'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,697 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x5b', 'ex_datars2_i': '0x5e'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,698 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0xab', 'ex_datars2_i': '0x85'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,698 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x88', 'ex_datars2_i': '0x3e'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,698 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x2b', 'ex_datars2_i': '0x75'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,699 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xc', 'ex_datars1_i': '0x26', 'ex_datars2_i': '0xab'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,699 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0x90', 'ex_datars2_i': '0xba'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:07:55,699 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x6', 'ex_datars1_i': '0x52', 'ex_datars2_i': '0x79'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x7b'}}
2026-08-11 00:07:55,700 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x59', 'ex_datars2_i': '0x46'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,700 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0xc8', 'ex_datars2_i': '0x2'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,700 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x9f', 'ex_datars2_i': '0x9c'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,700 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0x84', 'ex_datars2_i': '0x27'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,701 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xc', 'ex_datars1_i': '0x58', 'ex_datars2_i': '0x19'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,701 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0xa1', 'ex_datars2_i': '0x9d'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,702 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0xb1', 'ex_datars2_i': '0xa2'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:07:55,702 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0x41', 'ex_datars2_i': '0x47'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:08:03,173 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xc', 'ex_datars1_i': '0x71', 'ex_datars2_i': '0x70'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,175 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x9c', 'ex_datars2_i': '0x37'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,175 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x2', 'ex_datars1_i': '0x4f', 'ex_datars2_i': '0x9f'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x3111'}}
2026-08-11 00:08:03,175 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x49', 'ex_datars2_i': '0x64'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,176 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x5f', 'ex_datars2_i': '0x7a'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,176 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x27', 'ex_datars2_i': '0x77'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,176 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0x5f', 'ex_datars2_i': '0x25'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,176 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0xb3', 'ex_datars2_i': '0x58'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,177 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x8', 'ex_datars1_i': '0x47', 'ex_datars2_i': '0xa6'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xed'}}
2026-08-11 00:08:03,177 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x77', 'ex_datars2_i': '0x92'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,177 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x55', 'ex_datars2_i': '0x1'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x55'}}
2026-08-11 00:08:03,178 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x9', 'ex_datars1_i': '0x8d', 'ex_datars2_i': '0x6b'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,178 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x88', 'ex_datars2_i': '0x85'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:08:03,178 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x43', 'ex_datars2_i': '0xd'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,179 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0x2d', 'ex_datars2_i': '0x0'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x2d'}}
2026-08-11 00:08:03,179 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x4', 'ex_datars1_i': '0x52', 'ex_datars2_i': '0x9e'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x12'}}
2026-08-11 00:08:03,179 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x5', 'ex_datars2_i': '0x74'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,180 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0xb5', 'ex_datars2_i': '0x6f'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,180 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0xae', 'ex_datars2_i': '0x14'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xae00000'}}
2026-08-11 00:08:03,180 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x57', 'ex_datars2_i': '0x56'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,181 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xd', 'ex_datars1_i': '0x61', 'ex_datars2_i': '0x7c'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,181 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x1b', 'ex_datars2_i': '0xb9'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,181 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0xb8', 'ex_datars2_i': '0x5d'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,181 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0x6a', 'ex_datars2_i': '0x20'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,182 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0xac', 'ex_datars2_i': '0x16'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x7'}}
2026-08-11 00:08:03,182 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x5', 'ex_datars1_i': '0x39', 'ex_datars2_i': '0x4b'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x72'}}
2026-08-11 00:08:03,182 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x9', 'ex_datars1_i': '0x54', 'ex_datars2_i': '0x66'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:08:03,183 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0xae', 'ex_datars2_i': '0x5d'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,183 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0x92', 'ex_datars2_i': '0x76'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,183 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xc', 'ex_datars1_i': '0xb1', 'ex_datars2_i': '0x70'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,184 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xf', 'ex_datars1_i': '0xb6', 'ex_datars2_i': '0xaf'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,184 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x4', 'ex_datars1_i': '0x34', 'ex_datars2_i': '0xc0'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,184 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0xb6', 'ex_datars2_i': '0x46'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,185 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x9', 'ex_datars1_i': '0x91', 'ex_datars2_i': '0x2a'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,185 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x6b', 'ex_datars2_i': '0x2d'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,185 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x37', 'ex_datars2_i': '0xbc'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,186 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0x6b', 'ex_datars2_i': '0x53'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,186 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0xbc', 'ex_datars2_i': '0x8'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,186 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0x61', 'ex_datars2_i': '0x46'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,187 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x5', 'ex_datars1_i': '0x8a', 'ex_datars2_i': '0x62'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xe8'}}
2026-08-11 00:08:03,187 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0x56', 'ex_datars2_i': '0x3e'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,187 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x2', 'ex_datars1_i': '0x16', 'ex_datars2_i': '0xc4'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x10d8'}}
2026-08-11 00:08:03,188 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x2', 'ex_datars1_i': '0x91', 'ex_datars2_i': '0x32'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1c52'}}
2026-08-11 00:08:03,188 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xe', 'ex_datars1_i': '0xc7', 'ex_datars2_i': '0xc0'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,188 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x6', 'ex_datars1_i': '0x65', 'ex_datars2_i': '0x3d'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x7d'}}
2026-08-11 00:08:03,189 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x3', 'ex_datars1_i': '0x4c', 'ex_datars2_i': '0xbc'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,189 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xb', 'ex_datars1_i': '0xab', 'ex_datars2_i': '0x98'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:08:03,189 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x1', 'ex_datars1_i': '0xb4', 'ex_datars2_i': '0x21'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x93'}}
2026-08-11 00:08:03,190 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x4', 'ex_datars1_i': '0x66', 'ex_datars2_i': '0xc1'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x40'}}
2026-08-11 00:08:03,190 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x7', 'ex_datars1_i': '0x25', 'ex_datars2_i': '0x43'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:09:11,225 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x1', 'ex_datars1_i': '0x7d', 'ex_datars2_i': '0x94'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0xffffffe9'}}
2026-08-11 00:09:11,226 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0xa', 'ex_datars1_i': '0x30', 'ex_datars2_i': '0x11'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:09:11,227 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x0', 'ex_datars1_i': '0xe', 'ex_datars2_i': '0x2'}, 'response': {'ex_zerof_o': '0x1', 'ex_data_o': '0x0'}}
2026-08-11 00:09:11,227 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x9', 'ex_datars1_i': '0x75', 'ex_datars2_i': '0x9a'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x1'}}
2026-08-11 00:09:11,227 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x4', 'ex_datars1_i': '0x24', 'ex_datars2_i': '0x15'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x4'}}
2026-08-11 00:09:11,227 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'ex_aluop_i': '0x2', 'ex_datars1_i': '0xc5', 'ex_datars2_i': '0x74'}, 'response': {'ex_zerof_o': '0x0', 'ex_data_o': '0x5944'}}
